year,state,type,energySrc,amount,region
2008,AK,"combined Heat and Power, Commercial Power",Natural Gas,0,west
2008,AK,"combined Heat and Power, Commercial Power",Petroleum,4668,west
2008,AK,"combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0,west
2009,AK,Total Electric Power Industry,Total,6702159,west
2009,AK,Total Electric Power Industry,Coal,630592,west
2009,AK,Total Electric Power Industry,Hydroelectric Conventional,1323744,west
2009,AK,Total Electric Power Industry,Natural Gas,3577403,west
2009,AK,Total Electric Power Industry,Other,0,west
2009,AK,Total Electric Power Industry,Other Biomass,6511,west
2009,AK,Total Electric Power Industry,Petroleum,1156882,west
2009,AK,Total Electric Power Industry,Wind,7027,west
2009,AK,"Electric Generators, Electric Utilities",Total,6166762,west
2009,AK,"Electric Generators, Electric Utilities",Coal,212944,west
2009,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1323744,west
2009,AK,"Electric Generators, Electric Utilities",Natural Gas,3518554,west
2009,AK,"Electric Generators, Electric Utilities",Other,0,west
2009,AK,"Electric Generators, Electric Utilities",Petroleum,1104493,west
2009,AK,"Electric Generators, Electric Utilities",Wind,7027,west
2009,AK,"combined Heat and Power, Industrial Power",Total,109199,west
2009,AK,"combined Heat and Power, Industrial Power",Natural Gas,58849,west
2009,AK,"combined Heat and Power, Industrial Power",Other Biomass,6511,west
2009,AK,"combined Heat and Power, Industrial Power",Petroleum,43839,west
2009,AK,"combined Heat and Power, Electric Power",Total,209379,west
2009,AK,"combined Heat and Power, Electric Power",Coal,209379,west
2009,AK,"combined Heat and Power, Commercial Power",Total,216819,west
2009,AK,"combined Heat and Power, Commercial Power",Coal,208269,west
2009,AK,"combined Heat and Power, Commercial Power",Natural Gas,0,west
2009,AK,"combined Heat and Power, Commercial Power",Petroleum,8550,west
2010,AK,Total Electric Power Industry,Total,6759576,west
2010,AK,Total Electric Power Industry,Coal,620443,west
2010,AK,Total Electric Power Industry,Hydroelectric Conventional,1433141,west
2010,AK,Total Electric Power Industry,Natural Gas,3750024,west
2010,AK,Total Electric Power Industry,Other,0,west
2010,AK,Total Electric Power Industry,Other Biomass,6304,west
2010,AK,Total Electric Power Industry,Petroleum,937056,west
2010,AK,Total Electric Power Industry,Wind,12607,west
2010,AK,"Electric Generators, Independent Power Producers",Total,0,west
2010,AK,"Electric Generators, Independent Power Producers",Other,0,west
2010,AK,"Electric Generators, Electric Utilities",Total,6205050,west
2010,AK,"Electric Generators, Electric Utilities",Coal,189477,west
2010,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1433141,west
2010,AK,"Electric Generators, Electric Utilities",Natural Gas,3684809,west
2010,AK,"Electric Generators, Electric Utilities",Other,0,west
2010,AK,"Electric Generators, Electric Utilities",Petroleum,885016,west
2010,AK,"Electric Generators, Electric Utilities",Wind,12607,west
2010,AK,"combined Heat and Power, Industrial Power",Total,115944,west
2010,AK,"combined Heat and Power, Industrial Power",Natural Gas,64575,west
2010,AK,"combined Heat and Power, Industrial Power",Other Biomass,6304,west
2010,AK,"combined Heat and Power, Industrial Power",Petroleum,45064,west
2010,AK,"combined Heat and Power, Electric Power",Total,204196,west
2010,AK,"combined Heat and Power, Electric Power",Coal,204196,west
2010,AK,"combined Heat and Power, Commercial Power",Total,234386,west
2010,AK,"combined Heat and Power, Commercial Power",Coal,226771,west
2010,AK,"combined Heat and Power, Commercial Power",Natural Gas,640,west
2010,AK,"combined Heat and Power, Commercial Power",Petroleum,6976,west
2011,AK,Total Electric Power Industry,Total,6871032.79,west
2011,AK,Total Electric Power Industry,Coal,656385.27,west
2011,AK,Total Electric Power Industry,Hydroelectric Conventional,1344745.75,west
2011,AK,Total Electric Power Industry,Natural Gas,3906432.63,west
2011,AK,Total Electric Power Industry,Other,0,west
2011,AK,Total Electric Power Industry,Other Biomass,3286.54,west
2011,AK,Total Electric Power Industry,Other Gases,2738.3,west
2011,AK,Total Electric Power Industry,Petroleum,944998.3,west
2011,AK,Total Electric Power Industry,Wind,12446,west
2011,AK,"Electric Generators, Independent Power Producers",Total,0,west
2011,AK,"Electric Generators, Independent Power Producers",Other,0,west
2011,AK,"Electric Generators, Electric Utilities",Total,6273843.96,west
2011,AK,"Electric Generators, Electric Utilities",Coal,177939.74,west
2011,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1344745.75,west
2011,AK,"Electric Generators, Electric Utilities",Natural Gas,3846484.04,west
2011,AK,"Electric Generators, Electric Utilities",Other,0,west
2011,AK,"Electric Generators, Electric Utilities",Petroleum,892228.44,west
2011,AK,"Electric Generators, Electric Utilities",Wind,12446,west
2011,AK,"combined Heat and Power, Industrial Power",Total,112700.44,west
2011,AK,"combined Heat and Power, Industrial Power",Natural Gas,57110.77,west
2011,AK,"combined Heat and Power, Industrial Power",Other Biomass,3286.54,west
2011,AK,"combined Heat and Power, Industrial Power",Other Gases,2738.3,west
2011,AK,"combined Heat and Power, Industrial Power",Petroleum,49564.83,west
2011,AK,"combined Heat and Power, Electric Power",Total,209150,west
2011,AK,"combined Heat and Power, Electric Power",Coal,209150,west
2011,AK,"combined Heat and Power, Commercial Power",Total,275338.39,west
2011,AK,"combined Heat and Power, Commercial Power",Coal,269295.53,west
2011,AK,"combined Heat and Power, Commercial Power",Natural Gas,2837.82,west
2011,AK,"combined Heat and Power, Commercial Power",Petroleum,3205.04,west
2012,AK,Total Electric Power Industry,Total,6946419,west
2012,AK,Total Electric Power Industry,Coal,684959,west
2012,AK,Total Electric Power Industry,Hydroelectric Conventional,1575045,west
2012,AK,Total Electric Power Industry,Natural Gas,3606037,west
2012,AK,Total Electric Power Industry,Other Gases,2658,west
2012,AK,Total Electric Power Industry,Other,0,west
2012,AK,Total Electric Power Industry,Petroleum,1037762,west
2012,AK,Total Electric Power Industry,Other Biomass,2565,west
2012,AK,Total Electric Power Industry,Wind,37392,west
2012,AK,"combined Heat and Power, Industrial Power",Total,87230,west
2012,AK,"combined Heat and Power, Industrial Power",Natural Gas,37135,west
2012,AK,"combined Heat and Power, Industrial Power",Other Gases,2658,west
2012,AK,"combined Heat and Power, Industrial Power",Petroleum,44871,west
2012,AK,"combined Heat and Power, Industrial Power",Other Biomass,2565,west
2012,AK,"combined Heat and Power, Commercial Power",Total,277858,west
2012,AK,"combined Heat and Power, Commercial Power",Coal,268244,west
2012,AK,"combined Heat and Power, Commercial Power",Natural Gas,2684,west
2012,AK,"combined Heat and Power, Commercial Power",Petroleum,6931,west
2012,AK,"combined Heat and Power, Commercial Power",Other Biomass,0,west
2012,AK,"combined Heat and Power, Electric Power",Total,201405,west
2012,AK,"combined Heat and Power, Electric Power",Coal,201405,west
2012,AK,"Electric Generators, Independent Power Producers",Total,18124,west
2012,AK,"Electric Generators, Independent Power Producers",Other,0,west
2012,AK,"Electric Generators, Independent Power Producers",Wind,18124,west
2012,AK,"Electric Generators, Electric Utilities",Total,6361802,west
2012,AK,"Electric Generators, Electric Utilities",Coal,215310,west
2012,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1575045,west
2012,AK,"Electric Generators, Electric Utilities",Natural Gas,3566219,west
2012,AK,"Electric Generators, Electric Utilities",Other,0,west
2012,AK,"Electric Generators, Electric Utilities",Petroleum,985960,west
2012,AK,"Electric Generators, Electric Utilities",Wind,19268,west
2013,AK,Total Electric Power Industry,Total,6496821.64,west
2013,AK,Total Electric Power Industry,Coal,624620.71,west
2013,AK,Total Electric Power Industry,Hydroelectric Conventional,1435479.43,west
2013,AK,Total Electric Power Industry,Natural Gas,3421005.42,west
2013,AK,Total Electric Power Industry,Other,-257,west
2013,AK,Total Electric Power Industry,Other Biomass,52031.97,west
2013,AK,Total Electric Power Industry,Petroleum,818652.11,west
2013,AK,Total Electric Power Industry,Wind,145289,west
2013,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,west
2013,AK,"Electric Generators, Independent Power Producers",Total,46384,west
2013,AK,"Electric Generators, Independent Power Producers",Wind,46384,west
2013,AK,"Electric Generators, Electric Utilities",Total,5851726.89,west
2013,AK,"Electric Generators, Electric Utilities",Coal,191063.84,west
2013,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1435479.43,west
2013,AK,"Electric Generators, Electric Utilities",Natural Gas,3356112.7,west
2013,AK,"Electric Generators, Electric Utilities",Other,-257,west
2013,AK,"Electric Generators, Electric Utilities",Petroleum,770422.93,west
2013,AK,"Electric Generators, Electric Utilities",Wind,98905,west
2013,AK,"combined Heat and Power, Industrial Power",Total,110723.42,west
2013,AK,"combined Heat and Power, Industrial Power",Natural Gas,59853.48,west
2013,AK,"combined Heat and Power, Industrial Power",Other Biomass,6490.77,west
2013,AK,"combined Heat and Power, Industrial Power",Petroleum,44379.17,west
2013,AK,"combined Heat and Power, Electric Power",Total,187843,west
2013,AK,"combined Heat and Power, Electric Power",Coal,187843,west
2013,AK,"combined Heat and Power, Electric Power",Other Biomass,0,west
2013,AK,"combined Heat and Power, Electric Power",Petroleum,0,west
2013,AK,"combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0,west
2013,AK,"combined Heat and Power, Commercial Power",Total,300144.33,west
2013,AK,"combined Heat and Power, Commercial Power",Coal,245713.88,west
2013,AK,"combined Heat and Power, Commercial Power",Natural Gas,5039.24,west
2013,AK,"combined Heat and Power, Commercial Power",Other Biomass,45541.2,west
2013,AK,"combined Heat and Power, Commercial Power",Petroleum,3850.01,west
2013,AK,"combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0,west
2014,AK,Total Electric Power Industry,Total,6042829.63,west
2014,AK,Total Electric Power Industry,Coal,558292.18,west
2014,AK,Total Electric Power Industry,Hydroelectric Conventional,1538738,west
2014,AK,Total Electric Power Industry,Natural Gas,3288022.32,west
2014,AK,Total Electric Power Industry,Other,-2313,west
2014,AK,Total Electric Power Industry,Petroleum,445621.45,west
2014,AK,Total Electric Power Industry,Other Biomass,62511.68,west
2014,AK,Total Electric Power Industry,Wind,151957,west
2014,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,west
2014,AK,"combined Heat and Power, Industrial Power",Total,117558.24,west
2014,AK,"combined Heat and Power, Industrial Power",Natural Gas,67069.24,west
2014,AK,"combined Heat and Power, Industrial Power",Petroleum,44143.09,west
2014,AK,"combined Heat and Power, Industrial Power",Other Biomass,6345.91,west
2014,AK,"combined Heat and Power, Commercial Power",Total,171905.84,west
2014,AK,"combined Heat and Power, Commercial Power",Coal,110575.23,west
2014,AK,"combined Heat and Power, Commercial Power",Natural Gas,2162.34,west
2014,AK,"combined Heat and Power, Commercial Power",Petroleum,3002.49,west
2014,AK,"combined Heat and Power, Commercial Power",Other Biomass,56165.77,west
2014,AK,"combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0,west
2014,AK,"combined Heat and Power, Electric Power",Total,191062,west
2014,AK,"combined Heat and Power, Electric Power",Coal,191062,west
2014,AK,"combined Heat and Power, Electric Power",Petroleum,0,west
2014,AK,"combined Heat and Power, Electric Power",Other Biomass,0,west
2014,AK,"combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0,west
2014,AK,"Electric Generators, Independent Power Producers",Total,52313,west
2014,AK,"Electric Generators, Independent Power Producers",Wind,52313,west
2014,AK,"Electric Generators, Electric Utilities",Total,5509990.55,west
2014,AK,"Electric Generators, Electric Utilities",Coal,256654.95,west
2014,AK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1538738,west
2014,AK,"Electric Generators, Electric Utilities",Natural Gas,3218790.74,west
2014,AK,"Electric Generators, Electric Utilities",Other,-2313,west
2014,AK,"Electric Generators, Electric Utilities",Petroleum,398475.87,west
2014,AK,"Electric Generators, Electric Utilities",Wind,99644,west
2015,AK,Total Electric Power Industry,Total,6284937,west
2015,AK,Total Electric Power Industry,Coal,667549,west
2015,AK,Total Electric Power Industry,Hydroelectric Conventional,1568929,west
2015,AK,Total Electric Power Industry,Natural Gas,3089713,west
2015,AK,Total Electric Power Industry,Other,-2407,west
2015,AK,Total Electric Power Industry,Petroleum,746567,west
2015,AK,Total Electric Power Industry,Other Biomass,54892,west
2015,AK,Total Electric Power Industry,Wind,159694,west
2015,AK,Total Electric Power Industry,Wood and Wood Derived Fuels,0,west
2015,AK,"combined Heat and Power, Industrial Power",Total,120889,west
2015,AK,"combined Heat and Power, Industrial Power",Natural Gas,70301,west
2015,AK,"combined Heat and Power, Industrial Power",Petroleum,45827,west
2015,AK,"combined Heat and Power, Industrial Power",Other Biomass,4761,west
2015,AK,"combined Heat and Power, Commercial Power",Total,164763,west
2015,AK,"combined Heat and Power, Commercial Power",Coal,108903,west
2015,AK,"combined Heat and Power, Commercial Power",Natural Gas,1,west
2015,AK,"combined Heat and Power, Commercial Power",Petroleum,5728,west
2015,AK,"combined Heat and Power, Commercial Power",Other Biomass,50131,west
2015,AK,"combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,0,west
2015,AK,"combined Heat and Power, Electric Power",Total,198296,west
2015,AK,"combined Heat and Power, Electric Power",Coal,198296,west
2015,AK,"combined Heat and Power, Electric Power",Petroleum,0,west
2015,AK,"combined Heat and Power, Electric Power",Other Biomass,0,west
2015,AK,"combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,0,west
